Country,Year,Status of country,Life Expectancy ,Adult Mortality,Infant Deaths,Alcohol,Hepatitis B,Measles , BMI ,Under-five Deaths ,Polio,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of country resources,Schooling
Swaziland,2009,Developing,52.6,46,3,4.9,88,26,29.3,4,89,88,33.7,332.517125,118675,5.8,,0.519,
Swaziland,2008,Developing,51.4,477,3,4.87,9,1,28.9,4,89,88,40.2,2842.438422,1158897,6.1,,0.514,
Swaziland,2007,Developing,50,51,3,5.55,92,0,28.5,4,88,87,40.7,347.48798,1138434,6.5,,0.508,
Swaziland,2006,Developing,47.8,564,3,5.53,93,0,28.2,4,88,87,43.7,2937.36723,112514,6.9,,0.502,
Swaziland,2005,Developing,46,63,3,5.08,95,0,27.8,4,88,86,49.1,2873.862141,115873,7.3,,0.495,
Swaziland,2004,Developing,45.6,69,3,5.78,93,0,27.4,4,88,86,50.3,2529.633557,19553,7.7,,0.492,
Swaziland,2003,Developing,45.9,6,3,5.65,9,350,27.1,4,87,85,50.6,22.99449,187392,8.2,,0.493,
Swaziland,2002,Developing,46.4,587,3,5.52,88,37,26.7,4,87,85,49.9,1324.996228,1893,8.6,,0.502,
Swaziland,2001,Developing,47.1,568,3,6.72,86,49,26.3,4,87,84,48.8,1437.634951,172927,9,,0.506,
Swaziland,2000,Developing,48.4,536,3,7.19,83,10,25.9,4,87,84,46.4,1637.4567,161468,9.4,,0.516,
Sweden,2015,Developed,82.4,53,0,,67,22,59.5,0,98,98,0.1,5585.25847,9799186,1.5,,0.909,
Sweden,2014,Developed,82.3,54,0,7.3,67,26,59,0,98,98,0.1,5918.19898,969611,1.5,,0.906,
Sweden,2013,Developed,81.9,57,0,7.3,67,51,58.5,0,98,98,0.1,6283.24522,96379,1.4,,0.904,15.8
Sweden,2012,Developed,81.7,57,0,7.4,53,30,58.1,0,98,98,0.1,57134.777,9519374,1.4,,0.903,15.8
Sweden,2011,Developed,81.7,58,0,7.4,42,26,57.7,0,98,98,0.1,59593.28711,9449213,1.4,,0.901,16
Sweden,2010,Developed,81.5,58,0,7.2,,6,57.3,0,98,98,0.1,5276.25591,9378126,1.3,,0.895,15.8
Sweden,2009,Developed,81.4,62,0,7.3,,3,56.9,0,98,98,0.1,4627.592,9298515,1.3,,0.898,15.8
Sweden,2008,Developed,81.1,62,0,6.9,,25,56.5,0,98,98,0.1,55746.84238,9219637,1.3,,0.897,15.7
Sweden,2007,Developed,89,63,0,6.9,,1,56.1,0,98,98,0.1,53324.37937,914892,1.3,,0.895,15.8
Sweden,2006,Developed,88,64,0,6.5,,19,55.7,0,98,98,0.1,46256.4716,9855,1.3,,0.892,15.9
Sweden,2005,Developed,85,66,0,6.5,,13,55.3,0,98,98,0.1,4385.35315,929572,1.3,,0.89,16
Sweden,2004,Developed,83,7,0,6.6,,5,54.9,0,99,99,0.1,42442.2245,8993531,1.3,,0.888,16
Sweden,2003,Developed,82,69,0,6.9,,3,54.4,0,99,99,0.1,36961.42537,8958229,1.3,,0.882,15.9
Sweden,2002,Developed,79.9,71,0,6.9,,9,53.9,0,99,99,0.1,29571.7446,8924958,1.3,,0.88,15.9
Sweden,2001,Developed,79.8,73,0,6.6,,5,53.4,0,99,99,0.1,26969.24457,889596,1.3,,0.877,15.9
Sweden,2000,Developed,79.6,73,0,6.2,,59,52.8,0,99,99,0.1,29283.55,887219,1.4,,0.873,15.9
Switzerland,2015,Developed,83.4,49,0,,,35,57.4,0,97,97,0.1,8989.8424,8282396,0.4,,0.938,16
Switzerland,2014,Developed,83.2,51,0,9.61,,23,57,0,96,96,0.1,85814.58857,8188649,0.4,,0.936,15.9
Switzerland,2013,Developed,83,52,0,9.73,,175,56.6,0,96,96,0.1,84658.88768,889346,0.4,,0.934,15.8
Switzerland,2012,Developed,82.7,54,0,9.86,,61,56.2,0,96,96,0.1,83164.38795,7996861,0.5,,0.932,15.7
Switzerland,2011,Developed,82.6,55,0,9.99,,621,55.8,0,96,96,0.1,87998.44468,7912398,0.5,,0.932,15.6
Switzerland,2010,Developed,82.3,57,0,10.01,,77,55.4,0,96,95,0.1,74276.71842,782499,0.5,,0.92,15.4
Switzerland,2009,Developed,82.1,6,0,10.15,,958,55,0,96,95,0.1,69672.471,7743831,0.5,,0.916,15.3
Switzerland,2008,Developed,82,6,0,10.29,,2022,54.6,0,96,95,0.1,72119.5687,7647675,0.5,,0.914,15.3
Switzerland,2007,Developed,81.7,63,0,10.44,,1015,54.1,0,94,94,0.1,63223.46778,7551117,0.5,,0.911,15.3
Switzerland,2006,Developed,81.5,65,0,10.24,,0,53.7,0,94,94,0.1,57348.92788,7483934,0.6,,0.904,15.2
Switzerland,2005,Developed,81.1,66,0,10.15,,60,53.2,0,94,94,0.1,54797.54663,7437115,0.6,,0.899,15.2
Switzerland,2004,Developed,81,69,0,10.55,,39,52.8,0,95,93,0.1,53255.97631,7389625,0.6,,0.895,15.1
Switzerland,2003,Developed,85,72,0,10.82,,574,52.3,0,95,93,0.1,4796.56497,73391,0.6,,0.889,15
Switzerland,2002,Developed,84,74,0,10.85,,0,51.8,0,95,93,0.1,41336.72192,7284753,0.6,,0.89,15.2
Switzerland,2001,Developed,82,75,0,11.12,,700,51.3,0,95,93,0.1,38538.64447,7229854,0.7,,0.888,15.2
Switzerland,2000,Developed,79.7,78,0,11.26,,0,5.8,0,95,93,0.1,37813.23426,718425,0.7,,0.879,15.1
Thailand,2015,Developing,74.9,148,8,,99,154,33.6,9,99,99,0.1,5814.863134,686576,7.7,,0.738,13.6
Thailand,2014,Developing,74.6,152,8,6.41,99,0,32.4,10,99,99,0.1,5941.8471,68416772,7.8,,0.737,13.6
Thailand,2013,Developing,74.5,153,9,6.5,99,2641,31.3,10,99,99,0.1,6171.262444,6814365,7.9,,0.733,13.6
Thailand,2012,Developing,74.3,154,9,6.56,98,5197,3.1,11,99,99,0.1,5859.915622,67843979,8,,0.729,13.7
Thailand,2011,Developing,74.1,155,10,6.07,98,3156,29,11,99,99,0.2,5491.159981,675313,8.1,,0.72,13.3
Thailand,2010,Developing,73.9,158,10,5.95,98,2583,27.9,12,99,99,0.2,575.32176,672888,8.2,,0.711,13.1
Thailand,2009,Developing,73.7,16,11,5.88,98,6071,26.8,12,99,99,0.3,4212.5492,66881867,8.3,,0.706,13
Thailand,2008,Developing,73.5,162,11,5.92,98,7790,25.7,13,99,99,0.3,4378.68746,6654576,8.5,,0.7,12.9
Thailand,2007,Developing,73.3,165,12,6.2,96,3893,24.6,14,98,98,0.4,3972.26475,66195615,8.6,,0.687,12.3
Thailand,2006,Developing,73,168,13,6.18,96,3588,23.6,15,98,98,0.5,3368.952576,65824164,8.7,,0.686,12.4
Thailand,2005,Developing,72.5,177,13,6.26,96,3526,22.6,15,98,98,0.5,2893.651356,6542547,8.9,,0.682,12
Thailand,2004,Developing,71.6,189,14,6.17,96,4165,21.7,16,98,98,0.5,2659.83918,652231,9,,0.674,11.9
Thailand,2003,Developing,71.7,189,15,6.14,96,4519,2.9,18,98,98,0.6,2358.93629,64554952,9.1,,0.666,11.8
Thailand,2002,Developing,71.4,192,16,5.93,95,10315,2.2,19,97,96,0.7,296.54617,6473164,9.2,,0.657,11.5
Thailand,2001,Developing,71.2,194,17,5.92,95,7319,19.4,20,97,96,0.8,1893.145377,63543322,9.3,,0.649,11.2
Thailand,2000,Developing,71.1,194,18,5.88,95,4074,18.7,21,97,97,0.8,27.564826,6295821,9.4,,0.64,10.9
Turkey,2015,Developing,75.8,16,15,,97,342,66.1,18,97,97,0.1,1979.52569,78271472,4.9,,0.764,14.5
Turkey,2014,Developing,75.5,17,16,1.45,96,565,65.3,19,96,96,0.1,12127.22522,773628,4.9,,0.759,14.5
Turkey,2013,Developing,75.2,19,17,1.41,97,7405,64.5,20,98,98,0.1,12542.93565,75787333,4.9,,0.754,14.4
Turkey,2012,Developing,74.8,112,19,1.54,97,349,63.7,22,97,97,0.1,1172.3843,74569867,4.9,,0.75,14.3
Turkey,2011,Developing,74.5,114,20,1.53,96,111,62.8,23,97,97,0.1,11341.13395,7349455,4.9,,0.737,13.8
Turkey,2010,Developing,74.2,116,21,1.49,96,7,61.9,25,97,97,0.1,1672.5693,72326914,4.9,,0.715,13
Turkey,2009,Developing,73.9,118,23,1.4,94,4,61.1,27,96,96,0.1,936.499911,71339185,4.9,,0.709,12.5
Turkey,2008,Developing,73.5,121,25,1.39,92,0,6.2,29,96,96,0.1,185.68975,74432,5,,0.705,12.5
Turkey,2007,Developing,73.2,124,26,1.26,96,3,59.3,31,96,96,0.1,979.49246,69597281,5,,0.697,
Turkey,2006,Developing,72.8,126,28,1.29,82,34,58.5,34,9,9,0.1,834.869161,6876345,5,,0.687,
Turkey,2005,Developing,72.4,129,30,1.29,85,6200,57.6,36,9,9,0.1,7384.354661,679346,5,,0.681,
Turkey,2004,Developing,72,132,33,1.35,77,8927,56.8,39,85,85,0.1,64.72953,677855,5.1,,0.675,
Turkey,2003,Developing,71.6,135,35,1.42,68,5844,55.9,43,69,68,0.1,4718.51291,668583,5.1,,0.668,
Turkey,2002,Developing,71.2,138,38,1.47,72,7823,55.1,46,78,78,0.1,366.57,6514354,5.2,,0.658,
Turkey,2001,Developing,78,14,41,1.49,77,30509,54.3,50,88,88,0.1,3119.63716,64191474,5.2,,0.653,
Turkey,2000,Developing,74,143,44,1.54,71,16244,53.5,54,85,85,0.1,4316.553895,6324121,5.3,,0.641,
Uganda,2015,Developing,62.3,291,66,,78,478,18.5,93,82,78,3.1,693.8963829,414487,5.6,,0.488,
Uganda,2014,Developing,61.5,38,68,0.01,78,314,18.1,97,82,78,3.2,719.172669,38833338,5.7,,0.483,
Uganda,2013,Developing,67,325,71,0.01,78,7878,17.6,103,82,78,4,662.492293,37553726,5.7,,0.478,
Uganda,2012,Developing,60,339,73,0.01,78,2027,17.2,109,82,78,4.6,647.74741,3636796,5.8,,0.477,
Uganda,2011,Developing,59.3,347,76,10.22,82,3312,16.7,114,82,82,6.8,584.3962137,3593648,5.9,,0.477,
Uganda,2010,Developing,58.4,362,79,10.03,8,1313,16.3,119,79,8,8,594.9972557,33915133,6,,0.473,
Uganda,2009,Developing,57.5,378,82,9.63,79,1601,15.9,124,78,79,8.1,647.17732,32771895,6.1,,0.464,
Uganda,2008,Developing,56.3,41,84,9.79,71,1319,15.6,130,69,71,8.2,449.6928183,31663896,6.2,,0.453,
Uganda,2007,Developing,55.5,41,88,9.65,73,3776,15.2,137,7,73,8.4,41.858631,359487,6.3,,0.442,
Uganda,2006,Developing,54.9,41,93,9.81,64,5736,14.8,145,62,64,8.6,336.4593923,2955662,6.4,,0.434,
Uganda,2005,Developing,53.2,446,99,10.09,64,22,14.5,155,59,64,8.7,315.788227,2854394,6.5,,0.429,
Uganda,2004,Developing,51.3,485,104,9.89,62,141,14.2,164,58,62,8.9,288.236949,27568436,6.6,,0.427,
Uganda,2003,Developing,51,53,109,10.16,44,29429,13.9,173,57,59,9.4,237.9995917,2662482,6.7,,0.418,
Uganda,2002,Developing,48.8,523,112,10.42,29,49871,13.6,181,57,57,10,24.2423229,2571848,6.8,,0.404,
Uganda,2001,Developing,47.7,539,115,10.57,,48543,13.3,187,56,55,10.8,234.984775,24854892,6.9,,0.396,
Uganda,2000,Developing,46.6,554,116,10.47,,42554,13,191,55,52,11.6,257.63369,2439274,7,,0.382,9.8
Ukraine,2015,Developing,71.3,195,4,,22,105,61.3,5,51,23,0.2,2124.662666,4515429,2.3,,0.748,
Ukraine,2014,Developing,78,23,4,8.06,22,0,6.7,5,45,23,0.2,314.658296,45271947,2.3,,0.746,
Ukraine,2013,Developing,71,198,4,8.44,46,0,6.1,5,72,76,0.2,429.71554,454896,2.3,,0.744,
Ukraine,2012,Developing,77,25,5,8.44,46,12746,59.6,5,72,76,0.2,3855.42128,455933,2.4,,0.739,
Ukraine,2011,Developing,75,24,5,8.48,21,1333,59,5,54,5,0.2,3569.75727,45761,2.4,,0.734,
Ukraine,2010,Developing,69.8,212,5,8.39,48,39,58.5,6,57,52,0.2,2965.142365,45877,2.4,,0.728,
Ukraine,2009,Developing,69.2,231,5,8.71,66,0,58,6,74,71,0.3,2545.48341,46533,2.5,,0.734,
Ukraine,2008,Developing,67.7,273,5,9.46,84,48,57.6,6,91,9,0.4,3891.37823,462582,2.5,,0.73,
Ukraine,2007,Developing,67.5,277,5,8.86,92,1005,57.2,6,98,98,0.7,368.68998,465935,2.5,,0.723,
Ukraine,2006,Developing,67.7,267,5,7.99,96,42724,56.8,6,99,98,0.8,233.18831,4678775,2.6,,0.716,
Ukraine,2005,Developing,67,278,5,7.31,97,2392,56.4,6,95,96,0.9,1828.717626,471515,2.7,,0.707,
Ukraine,2004,Developing,67.4,267,5,6.79,98,146,56.1,6,99,99,1,1367.352433,474516,2.7,,0.7,
Ukraine,2003,Developing,67.6,256,6,5.92,77,411,55.7,6,99,97,0.9,148.522488,4781295,2.8,,0.691,
Ukraine,2002,Developing,67.6,256,6,4.89,48,7587,55.4,7,99,99,0.9,879.475486,48225,2.9,,0.683,
Ukraine,2001,Developing,67.7,253,6,4.31,7,16970,55.1,7,99,99,0.8,78.738243,48683865,2.9,,0.673,
Ukraine,2000,Developing,67.5,257,6,4.49,4,817,54.8,8,99,99,0.7,635.789635,49175848,3,,0.669,
United Arab Emirates,2015,Developing,77.1,75,1,,99,347,64.2,1,99,99,0.1,3911.74689,,5.3,,0.836,
United Arab Emirates,2014,Developing,76.9,77,1,1.91,99,344,62.4,1,99,99,0.1,44449.7435,,5.2,,0.832,
United Arab Emirates,2013,Developing,76.7,78,1,1.82,98,0,6.5,1,98,98,0.1,4335.64268,,5.2,,0.829,
United Arab Emirates,2012,Developing,76.5,8,1,1.75,96,132,58.6,1,96,96,0.1,42112.23565,,5.1,,0.826,
United Arab Emirates,2011,Developing,76.3,81,1,1.73,95,0,57.1,1,95,95,0.1,4462.3129,,5.1,,0.824,
United Arab Emirates,2010,Developing,76.2,82,1,1.69,94,87,55.8,1,94,94,0.1,3549.14832,,5.1,,0.826,
United Arab Emirates,2009,Developing,76,84,1,1.73,93,0,55.1,1,94,93,0.1,3372.57517,,5.1,,0.831,
United Arab Emirates,2008,Developing,75.8,85,1,1.86,92,55,54.8,1,94,92,0.1,45758.9554,,5.1,,0.829,
United Arab Emirates,2007,Developing,75.6,87,1,1.69,92,0,55.1,1,94,92,0.1,42672.61323,,5.1,,0.826,12.9
United Arab Emirates,2006,Developing,75.4,89,1,1.74,92,0,55.8,1,94,92,0.1,42372.22166,,5.1,,0.823,12.8
United Arab Emirates,2005,Developing,75.3,92,1,1.79,92,29,56.6,1,94,94,0.1,39439.8197,,5.1,,0.818,12.6
United Arab Emirates,2004,Developing,75.1,95,1,1.77,92,22,57,1,94,94,0.1,36161.1761,,5.2,,0.813,12.4
United Arab Emirates,2003,Developing,74.9,98,1,1.74,92,42,56.8,1,94,94,0.1,3323.52318,,5.2,,0.808,12.3
United Arab Emirates,2002,Developing,74.7,11,1,1.72,92,53,56,1,94,94,0.1,31311.35936,,5.3,,0.803,12.1
United Arab Emirates,2001,Developing,74.5,14,1,1.67,92,30,55,1,94,94,0.1,3161.52935,,5.3,,0.798,12
United Arab Emirates,2000,Developing,74.2,17,1,1.64,92,69,54.1,1,94,94,0.1,3371.26869,,5.4,,0.791,11.8
United Kingdom of Great Britain and Northern Ireland,2015,Developed,81.2,69,3,10.66,,91,66.6,4,96,96,0.1,,,0.8,,,
United Kingdom of Great Britain and Northern Ireland,2014,Developed,81,71,3,10.37,,133,66,4,95,95,0.1,,,0.8,,,
United Kingdom of Great Britain and Northern Ireland,2013,Developed,87,72,3,10.32,,1919,65.4,4,95,95,0.1,,,0.8,,,
United Kingdom of Great Britain and Northern Ireland,2012,Developed,86,72,3,10.42,,2092,64.8,4,95,95,0.1,,,0.8,,,
United Kingdom of Great Britain and Northern Ireland,2011,Developed,86,74,3,10.68,,1112,64.2,4,95,95,0.1,,,0.8,,,
United Kingdom of Great Britain and Northern Ireland,2010,Developed,82,77,3,10.88,,443,63.6,4,94,94,0.1,,,0.8,,,
United Kingdom of Great Britain and Northern Ireland,2009,Developed,81,78,4,10.79,,1212,63.1,4,93,93,0.1,,,0.8,,,
United Kingdom of Great Britain and Northern Ireland,2008,Developed,79.6,8,4,11.47,,1445,62.5,4,92,92,0.1,,,0.8,,,
United Kingdom of Great Britain and Northern Ireland,2007,Developed,79.5,8,4,11.84,,1022,61.9,4,92,92,0.1,,,0.7,,,
United Kingdom of Great Britain and Northern Ireland,2006,Developed,79.3,82,4,11.61,,764,61.3,4,92,92,0.1,,,0.7,,,
United Kingdom of Great Britain and Northern Ireland,2005,Developed,79,82,4,12.05,,79,6.7,4,91,91,0.1,,,0.7,,,
United Kingdom of Great Britain and Northern Ireland,2004,Developed,78.8,83,4,12.22,,189,6.1,4,92,92,0.1,,,0.7,,,
United Kingdom of Great Britain and Northern Ireland,2003,Developed,78.3,86,4,11.85,,460,59.5,4,91,91,0.1,,,0.7,,,
United Kingdom of Great Britain and Northern Ireland,2002,Developed,78.2,87,4,11.44,,314,58.8,4,91,91,0.1,,,0.7,,,
United Kingdom of Great Britain and Northern Ireland,2001,Developed,78,88,4,10.91,,73,58.2,4,91,91,0.1,,,0.7,,,
United Kingdom of Great Britain and Northern Ireland,2000,Developed,77.8,89,4,10.59,,104,57.5,5,91,91,0.1,,,0.7,,,
United States of America,2015,Developed,79.3,13,23,,92,188,69.6,26,93,95,0.1,,,0.8,,,
United States of America,2014,Developed,79.1,14,23,8.82,92,667,69.1,27,93,95,0.1,,,0.8,,,
United States of America,2013,Developed,78.9,16,23,8.82,91,187,68.6,27,93,94,0.1,,,0.7,,,
United States of America,2012,Developed,78.8,16,24,8.82,9,55,68,28,93,94,0.1,,,0.7,,,
United States of America,2011,Developed,78.7,16,25,8.67,91,220,67.5,29,94,96,0.1,,,0.7,,,
United States of America,2010,Developed,78.7,15,25,8.55,92,63,66.9,30,93,95,0.1,,,0.7,,,
United States of America,2009,Developed,78.5,18,26,8.71,92,71,66.3,31,93,95,0.1,,,0.7,,,
United States of America,2008,Developed,78.2,18,27,8.74,94,140,65.7,31,94,96,0.1,,,0.7,,,
United States of America,2007,Developed,78.1,11,27,8.74,93,43,65.1,32,93,96,0.1,,,0.7,,,
United States of America,2006,Developed,77.8,113,28,8.63,93,55,64.4,33,93,96,0.1,,,0.7,,,
United States of America,2005,Developed,77.5,112,28,8.52,93,66,63.8,33,92,96,0.1,,,0.7,,,
United States of America,2004,Developed,77.5,111,28,8.48,92,37,63.1,33,92,96,0.1,,,0.7,,,
United States of America,2003,Developed,77.2,114,28,8.4,92,56,62.4,33,91,96,0.1,,,0.7,,,
United States of America,2002,Developed,77,115,28,8.33,88,41,61.7,33,9,94,0.1,,,0.8,,,
United States of America,2001,Developed,76.9,115,28,8.25,89,116,6.9,33,89,94,0.1,,,0.8,,,
United States of America,2000,Developed,76.8,114,28,8.21,9,85,6.1,33,9,94,0.1,,,0.8,,,
Uruguay,2015,Developing,77,116,0,,95,0,64,0,95,95,0.1,15524.84247,3431552,1.5,,0.794,15.5
Uruguay,2014,Developing,76.8,117,0,6.03,95,0,63.4,0,95,95,0.1,16737.89827,3419546,1.5,,0.791,15.5
Uruguay,2013,Developing,76.8,117,0,5.82,94,0,62.9,0,94,94,0.1,16881.2568,3485,1.5,,0.788,15.5
Uruguay,2012,Developing,76.5,118,0,5.77,95,0,62.3,0,95,95,0.1,1592.6819,3396777,1.5,,0.784,15.5
Uruguay,2011,Developing,77,111,0,5.97,95,0,61.8,1,95,95,0.1,14166.4998,3385624,1.5,,0.78,15.5
Uruguay,2010,Developing,76.3,118,0,6.21,95,0,61.2,1,95,95,0.1,11938.212,3374415,1.5,,0.777,15.6
Uruguay,2009,Developing,76.6,118,0,6.67,95,0,6.7,1,95,95,0.1,9415.17386,3362755,1.5,,0.774,15.5
Uruguay,2008,Developing,76.4,119,1,6.76,94,0,6.1,1,94,94,0.1,962.312164,335824,1.6,,0.77,15.7
Uruguay,2007,Developing,75.4,124,1,6.67,94,0,59.5,1,94,94,0.1,79.69746,3339741,1.6,,0.76,15.3
Uruguay,2006,Developing,76.2,117,1,6.58,95,0,58.9,1,95,95,0.1,5877.87678,333143,1.6,,0.756,15.2
Uruguay,2005,Developing,75.7,123,1,6.35,96,0,58.3,1,96,96,0.1,522.951116,3325612,1.6,,0.753,15.5
Uruguay,2004,Developing,75.4,122,1,5.66,94,0,57.7,1,95,94,0.1,4117.38853,332496,1.7,,0.75,15.5
Uruguay,2003,Developing,75.4,121,1,5.11,91,0,57,1,91,91,0.1,3622.52284,3325637,1.7,,0.747,15
Uruguay,2002,Developing,75.4,124,1,5.86,95,0,56.3,1,93,95,0.1,488.768855,3327773,1.7,,0.746,14.7
Uruguay,2001,Developing,75.2,123,1,6.48,94,0,55.7,1,94,94,0.1,6281.37747,332713,1.8,,0.742,14.2
Uruguay,2000,Developing,75.1,131,1,6.65,92,0,55,1,92,9,0.1,6871.897677,3321245,1.8,,0.738,14
Viet Nam,2015,Developing,76,127,28,,97,256,17.5,35,97,97,0.1,,,14.2,,0.678,12.6
Viet Nam,2014,Developing,75.9,128,28,4.09,95,15033,16.7,35,96,95,0.1,,,14.3,,0.675,12.5
Viet Nam,2013,Developing,75.7,129,28,4,59,1123,16,35,93,59,0.1,,,14.3,,0.668,12.3
Viet Nam,2012,Developing,75.6,13,29,4.12,97,578,15.3,36,97,97,0.1,,,14.4,,0.662,12.2
Viet Nam,2011,Developing,75.4,131,29,3.94,95,750,14.7,36,96,95,0.1,,,14.4,,0.655,12
Viet Nam,2010,Developing,75.2,133,29,3.93,88,2809,14,35,94,93,0.1,,,14.5,,0.647,11.9
Viet Nam,2009,Developing,75,134,29,3.86,94,6582,13.4,35,97,96,0.1,,,14.6,,0.641,11.7
Viet Nam,2008,Developing,74.9,135,28,3.58,87,352,12.9,35,93,93,0.2,,,14.7,,0.633,11.6
Viet Nam,2007,Developing,74.7,136,28,3.01,67,17,12.3,35,92,92,0.2,,,14.9,,0.625,11.4
Viet Nam,2006,Developing,74.6,136,28,2.56,93,1978,11.8,35,94,94,0.2,,,15.1,,0.618,11.3
Viet Nam,2005,Developing,74.4,136,29,2.7,94,410,11.3,36,94,95,0.2,,,15.3,,0.609,11.1
Viet Nam,2004,Developing,74.2,136,29,2.86,94,217,1.9,36,96,96,0.2,,,15.4,,0.601,11
Viet Nam,2003,Developing,74,137,30,2.19,78,2297,1.4,37,96,99,0.2,,,15.6,,0.592,10.9
Viet Nam,2002,Developing,73.8,137,30,2.03,,6755,1,39,92,75,0.2,,,15.6,,0.584,10.7
Viet Nam,2001,Developing,73.6,138,32,1.84,,12058,9.6,41,96,96,0.1,,,15.7,,0.576,10.6
Viet Nam,2000,Developing,73.4,139,33,1.6,,16512,9.2,43,96,96,0.1,,,15.8,,0.569,10.4
Zimbabwe,2015,Developing,67,336,22,,87,0,31.8,32,88,87,6.2,118.69383,15777451,5.6,,0.507,10.3
Zimbabwe,2014,Developing,59.2,371,23,6.5,91,0,31.3,34,92,91,6.3,127.47462,15411675,5.9,,0.498,10.3
Zimbabwe,2013,Developing,58,399,25,6.39,95,0,3.8,36,95,95,6.8,111.227396,155456,6.2,,0.488,10.4
Zimbabwe,2012,Developing,56.6,429,26,6.09,97,0,3.3,39,95,95,8.8,955.648466,1471826,6.5,,0.464,9.8
Zimbabwe,2011,Developing,54.9,464,28,6,94,0,29.9,42,93,93,13.3,839.927936,14386649,6.8,,0.452,10.1
Zimbabwe,2010,Developing,52.4,527,29,5.21,9,9696,29.4,44,89,89,15.7,713.63562,1486317,7.1,,0.436,10
Zimbabwe,2009,Developing,50,587,30,4.64,73,853,29,45,69,73,18.1,65.824121,1381599,7.5,,0.419,9.9
Zimbabwe,2008,Developing,48.2,632,30,3.56,75,0,28.6,46,75,75,20.5,325.678573,13558469,7.8,,0.421,9.7
Zimbabwe,2007,Developing,46.6,67,29,3.88,72,242,28.2,46,73,73,23.7,396.9982166,1332999,8.2,,0.414,9.6
Zimbabwe,2006,Developing,45.4,7,28,4.57,68,212,27.9,45,71,7,26.8,414.796232,13124267,8.6,,0.408,9.5
Zimbabwe,2005,Developing,44.6,717,28,4.14,65,420,27.5,43,69,68,30.3,444.76575,129432,9,,0.406,9.3
Zimbabwe,2004,Developing,44.3,723,27,4.36,68,31,27.1,42,67,65,33.6,454.366654,12777511,9.4,,0.407,9.2
Zimbabwe,2003,Developing,44.5,715,26,4.06,7,998,26.7,41,7,68,36.7,453.3511552,12633897,9.8,,0.418,9.5
Zimbabwe,2002,Developing,44.8,73,25,4.43,73,304,26.3,40,73,71,39.8,57.34834,125525,1.2,,0.427,10
Zimbabwe,2001,Developing,45.3,686,25,1.72,76,529,25.9,39,76,75,42.1,548.587312,12366165,1.6,,0.427,9.8
Zimbabwe,2000,Developing,46,665,24,1.68,79,1483,25.5,39,78,78,43.5,547.3588785,12222251,11,,0.434,9.8
